Player Name,Nation,Position,Age,Matches Played,Playing Time_Starts,Minutes Played,Yellow Cards,Red Cards,Goals,Assists,Goals+Assists,xG,xAG,npxG + xAG,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_xG,Per 90 Minutes_xAG,Team,League_Previous_Season
Sávio,br BRA,"FW,MF",20.0,29.0,21,1766.0,3.0,0.0,1.0,8.0,9.0,5.0,6.9,11.9,0.05,0.41,0.46,0.26,0.35,Manchester-City,English Premier League
Phil Foden,eng ENG,"MF,FW",24.0,28.0,20,1777.0,2.0,0.0,7.0,2.0,9.0,5.2,4.8,9.9,0.35,0.1,0.46,0.26,0.24,Manchester-City,English Premier League
Kevin De Bruyne,be BEL,"MF,FW",33.0,28.0,19,1702.0,2.0,0.0,4.0,7.0,11.0,5.1,8.0,13.1,0.21,0.37,0.58,0.27,0.42,Manchester-City,English Premier League
Matheus Nunes,pt POR,"DF,MF",25.0,26.0,19,1674.0,4.0,0.0,1.0,6.0,7.0,1.2,4.4,5.6,0.05,0.32,0.38,0.07,0.23,Manchester-City,English Premier League
Jeremy Doku,be BEL,"FW,MF",22.0,29.0,16,1516.0,1.0,0.0,3.0,6.0,9.0,1.3,4.8,6.1,0.18,0.36,0.53,0.08,0.29,Manchester-City,English Premier League
Omar Marmoush,eg EGY,"FW,MF",25.0,16.0,14,1175.0,0.0,0.0,7.0,0.0,7.0,5.5,2.8,8.3,0.54,0.0,0.54,0.42,0.21,Manchester-City,English Premier League
Stefan Ortega,de GER,GK,31.0,13.0,12,1100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester-City,English Premier League
Kyle Walker,eng ENG,DF,34.0,15.0,9,970.0,3.0,0.0,0.0,0.0,0.0,0.1,0.4,0.6,0.0,0.0,0.0,0.01,0.04,Manchester-City,English Premier League
Nicolás González,es ESP,MF,22.0,11.0,9,760.0,3.0,0.0,1.0,0.0,1.0,0.5,0.1,0.5,0.12,0.0,0.12,0.06,0.01,Manchester-City,English Premier League
Nathan Aké,nl NED,DF,29.0,10.0,8,678.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.03,0.0,Manchester-City,English Premier League
Jack Grealish,eng ENG,"FW,MF",28.0,20.0,7,721.0,3.0,0.0,1.0,1.0,2.0,1.1,1.8,3.0,0.12,0.12,0.25,0.14,0.23,Manchester-City,English Premier League
John Stones,eng ENG,"DF,MF",30.0,11.0,6,548.0,1.0,0.0,2.0,0.0,2.0,0.4,0.1,0.5,0.33,0.0,0.33,0.07,0.01,Manchester-City,English Premier League
Nico O’Reilly,eng ENG,DF,19.0,9.0,6,528.0,0.0,0.0,2.0,0.0,2.0,1.3,0.4,1.6,0.34,0.0,0.34,0.22,0.06,Manchester-City,English Premier League
Abdukodir Khusanov,uz UZB,DF,20.0,6.0,6,503.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.02,Manchester-City,English Premier League
James Mcatee,eng ENG,"MF,FW",21.0,15.0,3,349.0,1.0,0.0,3.0,0.0,3.0,2.8,0.5,3.3,0.77,0.0,0.77,0.72,0.13,Manchester-City,English Premier League
Jahmai Simpson-Pusey,eng ENG,DF,18.0,2.0,1,96.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester-City,English Premier League
Rodri,es ESP,MF,28.0,3.0,1,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,Manchester-City,English Premier League
Divin Mubama,eng ENG,FW,19.0,1.0,0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,Manchester-City,English Premier League
Oscar Bobb,no NOR,FW,21.0,3.0,0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.41,Manchester-City,English Premier League
Claudio Echeverri,ar ARG,FW,18.0,1.0,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester-City,English Premier League
Vitor Reis,br BRA,DF,18.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester-City,English Premier League
Bruno Fernandes,pt POR,MF,29.0,36.0,35,3018.0,5.0,2.0,8.0,10.0,18.0,9.9,8.5,16.1,0.24,0.3,0.54,0.3,0.25,Manchester-United,English Premier League
André Onana,cm CMR,GK,28.0,34.0,34,3060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,Manchester-United,English Premier League
Noussair Mazraoui,ma MAR,DF,26.0,37.0,34,2838.0,3.0,0.0,0.0,1.0,1.0,0.7,1.5,2.2,0.0,0.03,0.03,0.02,0.05,Manchester-United,English Premier League
Diogo Dalot,pt POR,DF,25.0,33.0,31,2814.0,5.0,0.0,0.0,3.0,3.0,2.0,2.0,4.1,0.0,0.1,0.1,0.07,0.07,Manchester-United,English Premier League
Matthijs de Ligt,nl NED,DF,24.0,29.0,25,2123.0,3.0,0.0,2.0,0.0,2.0,2.5,0.3,2.8,0.08,0.0,0.08,0.1,0.01,Manchester-United,English Premier League
Alejandro Garnacho,ar ARG,"MF,FW",20.0,36.0,23,2199.0,3.0,0.0,6.0,2.0,8.0,7.3,4.5,11.8,0.25,0.08,0.33,0.3,0.19,Manchester-United,English Premier League
Rasmus Højlund,dk DEN,FW,21.0,32.0,23,2004.0,2.0,0.0,4.0,0.0,4.0,5.3,1.8,7.1,0.18,0.0,0.18,0.24,0.08,Manchester-United,English Premier League
Manuel Ugarte Ribeiro,uy URU,MF,23.0,29.0,22,1785.0,11.0,0.0,1.0,2.0,3.0,1.0,1.1,2.1,0.05,0.1,0.15,0.05,0.06,Manchester-United,English Premier League
Amad Diallo,ci CIV,"MF,FW",22.0,26.0,20,1901.0,5.0,0.0,8.0,6.0,14.0,4.7,4.9,9.6,0.38,0.28,0.66,0.22,0.23,Manchester-United,English Premier League
Lisandro Martínez,ar ARG,DF,26.0,20.0,20,1751.0,7.0,0.0,2.0,1.0,3.0,1.3,1.1,2.4,0.1,0.05,0.15,0.07,0.06,Manchester-United,English Premier League
Harry Maguire,eng ENG,DF,31.0,27.0,19,1758.0,7.0,0.0,1.0,0.0,1.0,1.8,0.6,2.4,0.05,0.0,0.05,0.09,0.03,Manchester-United,English Premier League
Kobbie Mainoo,eng ENG,MF,19.0,25.0,19,1651.0,5.0,0.0,0.0,0.0,0.0,0.7,1.6,2.3,0.0,0.0,0.0,0.04,0.09,Manchester-United,English Premier League
Casemiro,br BRA,MF,32.0,24.0,18,1494.0,5.0,0.0,1.0,0.0,1.0,1.9,2.3,4.2,0.06,0.0,0.06,0.11,0.14,Manchester-United,English Premier League
Joshua Zirkzee,nl NED,"FW,MF",23.0,32.0,14,1402.0,2.0,0.0,3.0,1.0,4.0,4.8,1.5,6.3,0.19,0.06,0.26,0.31,0.1,Manchester-United,English Premier League
Leny Yoro,fr FRA,DF,18.0,21.0,12,1165.0,5.0,0.0,0.0,0.0,0.0,0.7,0.1,0.8,0.0,0.0,0.0,0.05,0.01,Manchester-United,English Premier League
Marcus Rashford,eng ENG,"FW,MF",26.0,15.0,12,978.0,2.0,0.0,4.0,1.0,5.0,1.7,2.1,3.8,0.37,0.09,0.46,0.16,0.19,Manchester-United,English Premier League
Christian Eriksen,dk DEN,MF,32.0,23.0,11,1061.0,4.0,0.0,1.0,2.0,3.0,1.4,3.2,3.8,0.08,0.17,0.25,0.12,0.27,Manchester-United,English Premier League
Patrick Dorgu,dk DEN,DF,19.0,12.0,10,842.0,3.0,1.0,0.0,0.0,0.0,0.4,0.7,1.2,0.0,0.0,0.0,0.05,0.08,Manchester-United,English Premier League
Mason Mount,eng ENG,MF,25.0,17.0,8,622.0,3.0,0.0,1.0,0.0,1.0,3.2,0.6,3.8,0.14,0.0,0.14,0.47,0.08,Manchester-United,English Premier League
Victor Lindelöf,se SWE,DF,30.0,16.0,6,704.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.01,Manchester-United,English Premier League
Altay Bayındır,tr TUR,GK,26.0,4.0,4,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester-United,English Premier League
Luke Shaw,eng ENG,DF,29.0,7.0,4,349.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.01,0.18,Manchester-United,English Premier League
Harry Amass,eng ENG,DF,17.0,5.0,4,346.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.02,0.01,Manchester-United,English Premier League
Jonny Evans,nir NIR,DF,36.0,7.0,3,315.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.04,0.0,Manchester-United,English Premier League
Ayden Heaven,eng ENG,DF,17.0,4.0,2,170.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.07,0.01,Manchester-United,English Premier League
Tyler Fredricson,eng ENG,DF,19.0,2.0,2,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester-United,English Premier League
Tyrell Malacia,nl NED,DF,24.0,3.0,2,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,Manchester-United,English Premier League
Chidozie Obi-Martin,dk DEN,FW,16.0,7.0,1,165.0,1.0,0.0,0.0,0.0,0.0,0.7,0.0,0.7,0.0,0.0,0.0,0.36,0.0,Manchester-United,English Premier League
Toby Collyer,eng ENG,MF,20.0,6.0,0,179.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.4,0.0,0.0,0.0,0.09,0.13,Manchester-United,English Premier League
Antony,br BRA,"DF,MF",24.0,8.0,0,141.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,1.1,0.0,0.0,0.0,0.65,0.08,Manchester-United,English Premier League
Scott McTominay,sct SCO,MF,27.0,2.0,0,19.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.33,0.0,Manchester-United,English Premier League
Bruno Guimarães,br BRA,MF,26.0,38.0,38,3271.0,7.0,0.0,5.0,6.0,11.0,4.3,6.1,10.4,0.14,0.17,0.3,0.12,0.17,Newcastle-United,English Premier League
Dan Burn,eng ENG,DF,32.0,37.0,37,3330.0,11.0,0.0,1.0,1.0,2.0,2.0,0.9,2.8,0.03,0.03,0.05,0.05,0.02,Newcastle-United,English Premier League
Alexander Isak,se SWE,FW,24.0,34.0,34,2756.0,1.0,0.0,23.0,6.0,29.0,20.3,4.3,21.6,0.75,0.2,0.95,0.66,0.14,Newcastle-United,English Premier League
Fabian Schär,ch SUI,DF,32.0,34.0,33,2934.0,9.0,1.0,4.0,0.0,4.0,3.7,0.4,4.1,0.12,0.0,0.12,0.11,0.01,Newcastle-United,English Premier League
Valentino Livramento,eng ENG,DF,21.0,37.0,32,2840.0,1.0,0.0,0.0,1.0,1.0,0.3,2.6,2.9,0.0,0.03,0.03,0.01,0.08,Newcastle-United,English Premier League
Jacob Murphy,eng ENG,FW,29.0,35.0,31,2360.0,4.0,0.0,8.0,12.0,20.0,5.7,8.9,14.6,0.31,0.46,0.76,0.22,0.34,Newcastle-United,English Premier League
Joelinton,br BRA,"MF,FW",27.0,29.0,29,2393.0,10.0,0.0,4.0,3.0,7.0,3.9,2.5,6.4,0.15,0.11,0.26,0.15,0.09,Newcastle-United,English Premier League
Sandro Tonali,it ITA,MF,24.0,36.0,28,2630.0,5.0,0.0,4.0,2.0,6.0,4.4,2.2,6.6,0.14,0.07,0.21,0.15,0.07,Newcastle-United,English Premier League
Nick Pope,eng ENG,GK,32.0,28.0,28,2520.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Newcastle-United,English Premier League
Anthony Gordon,eng ENG,"FW,MF",23.0,34.0,28,2434.0,2.0,0.0,6.0,5.0,11.0,8.0,5.0,11.4,0.22,0.18,0.41,0.3,0.18,Newcastle-United,English Premier League
Lewis Hall,eng ENG,DF,19.0,27.0,24,2189.0,3.0,0.0,0.0,4.0,4.0,0.4,4.3,4.7,0.0,0.16,0.16,0.02,0.18,Newcastle-United,English Premier League
Harvey Barnes,eng ENG,FW,26.0,33.0,17,1755.0,0.0,0.0,9.0,4.0,13.0,7.2,4.0,11.2,0.46,0.21,0.67,0.37,0.2,Newcastle-United,English Premier League
Kieran Trippier,eng ENG,DF,33.0,25.0,14,1309.0,1.0,0.0,0.0,3.0,3.0,0.1,1.4,1.5,0.0,0.21,0.21,0.01,0.1,Newcastle-United,English Premier League
Joe Willock,eng ENG,"MF,FW",24.0,32.0,11,1086.0,4.0,0.0,0.0,2.0,2.0,1.6,2.1,3.8,0.0,0.17,0.17,0.14,0.18,Newcastle-United,English Premier League
Martin Dúbravka,sk SVK,GK,35.0,10.0,10,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Newcastle-United,English Premier League
Sean Longstaff,eng ENG,MF,26.0,25.0,8,798.0,2.0,0.0,0.0,0.0,0.0,0.6,0.2,0.8,0.0,0.0,0.0,0.07,0.02,Newcastle-United,English Premier League
Sven Botman,nl NED,DF,24.0,8.0,6,412.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,1.1,0.0,0.0,0.0,0.12,0.12,Newcastle-United,English Premier League
Lloyd Kelly,eng ENG,DF,25.0,10.0,4,303.0,2.0,0.0,0.0,1.0,1.0,0.4,0.5,0.9,0.0,0.3,0.3,0.12,0.14,Newcastle-United,English Premier League
Callum Wilson,eng ENG,FW,32.0,18.0,2,370.0,1.0,0.0,0.0,0.0,0.0,0.4,0.1,0.5,0.0,0.0,0.0,0.09,0.03,Newcastle-United,English Premier League
Emil Krafth,se SWE,DF,29.0,12.0,2,342.0,2.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.01,0.02,Newcastle-United,English Premier League
Lewis Miley,eng ENG,MF,18.0,14.0,1,313.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.6,0.29,0.0,0.29,0.16,0.01,Newcastle-United,English Premier League
Miguel Almirón,py PAR,FW,30.0,9.0,1,157.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.8,0.0,0.0,0.0,0.3,0.15,Newcastle-United,English Premier League
William Osula,dk DEN,FW,20.0,14.0,0,134.0,0.0,0.0,1.0,0.0,1.0,0.2,0.1,0.3,0.67,0.0,0.67,0.11,0.1,Newcastle-United,English Premier League
Matt Targett,eng ENG,DF,28.0,2.0,0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Newcastle-United,English Premier League
Matz Sels,be BEL,GK,32.0,38.0,38,3420.0,4.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.01,Nottingham-Forest,English Premier League
Nikola Milenković,rs SRB,DF,26.0,37.0,37,3330.0,4.0,0.0,5.0,2.0,7.0,4.0,1.1,5.1,0.14,0.05,0.19,0.11,0.03,Nottingham-Forest,English Premier League
Murillo,br BRA,DF,22.0,36.0,36,3188.0,6.0,0.0,2.0,0.0,2.0,1.4,1.2,2.6,0.06,0.0,0.06,0.04,0.03,Nottingham-Forest,English Premier League
Ola Aina,ng NGA,DF,27.0,35.0,35,2995.0,5.0,0.0,2.0,1.0,3.0,0.6,1.4,2.1,0.06,0.03,0.09,0.02,0.04,Nottingham-Forest,English Premier League
Chris Wood,nz NZL,FW,32.0,36.0,35,2959.0,1.0,0.0,20.0,3.0,23.0,13.4,2.6,13.6,0.61,0.09,0.7,0.41,0.08,Nottingham-Forest,English Premier League
Morgan Gibbs-White,eng ENG,MF,24.0,34.0,34,2803.0,11.0,1.0,7.0,8.0,15.0,6.3,5.0,11.2,0.22,0.26,0.48,0.2,0.16,Nottingham-Forest,English Premier League
Elliot Anderson,eng ENG,MF,21.0,37.0,33,2728.0,10.0,0.0,2.0,6.0,8.0,2.1,3.3,5.4,0.07,0.2,0.26,0.07,0.11,Nottingham-Forest,English Premier League
Anthony Elanga,se SWE,"FW,MF",22.0,38.0,31,2501.0,1.0,0.0,6.0,11.0,17.0,4.5,5.7,10.1,0.22,0.4,0.61,0.16,0.2,Nottingham-Forest,English Premier League
Neco Williams,wls WAL,DF,23.0,35.0,28,2594.0,7.0,0.0,1.0,3.0,4.0,2.3,1.6,3.9,0.03,0.1,0.14,0.08,0.05,Nottingham-Forest,English Premier League
Callum Hudson-Odoi,eng ENG,"FW,MF",23.0,31.0,25,2194.0,2.0,0.0,5.0,2.0,7.0,2.5,2.7,5.2,0.21,0.08,0.29,0.1,0.11,Nottingham-Forest,English Premier League
Nicolás Domínguez,ar ARG,"MF,FW",26.0,34.0,23,1963.0,9.0,0.0,0.0,1.0,1.0,1.5,1.3,2.8,0.0,0.05,0.05,0.07,0.06,Nottingham-Forest,English Premier League
Ryan Yates,eng ENG,MF,26.0,35.0,18,1915.0,10.0,0.0,2.0,1.0,3.0,2.3,1.2,3.5,0.09,0.05,0.14,0.11,0.05,Nottingham-Forest,English Premier League
Álex Moreno,es ESP,"DF,MF",31.0,15.0,11,955.0,2.0,0.0,0.0,1.0,1.0,0.2,1.3,1.4,0.0,0.09,0.09,0.02,0.12,Nottingham-Forest,English Premier League
Ibrahim Sangaré,ci CIV,MF,26.0,13.0,7,590.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,0.4,0.0,0.15,0.15,0.0,0.06,Nottingham-Forest,English Premier League
Morato,br BRA,DF,23.0,26.0,6,907.0,5.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.02,0.0,Nottingham-Forest,English Premier League
Jota Silva,pt POR,"FW,MF",24.0,31.0,5,854.0,5.0,0.0,3.0,1.0,4.0,2.1,2.9,5.0,0.32,0.11,0.42,0.22,0.3,Nottingham-Forest,English Premier League
James Ward-Prowse,eng ENG,MF,29.0,9.0,5,400.0,2.0,1.0,0.0,1.0,1.0,0.1,1.1,1.2,0.0,0.23,0.23,0.01,0.25,Nottingham-Forest,English Premier League
Danilo,br BRA,"MF,FW",23.0,8.0,5,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nottingham-Forest,English Premier League
Taiwo Awoniyi,ng NGA,FW,26.0,26.0,3,416.0,0.0,0.0,1.0,0.0,1.0,2.1,0.1,2.2,0.22,0.0,0.22,0.46,0.02,Nottingham-Forest,English Premier League
Ramón Sosa,py PAR,"FW,MF",24.0,19.0,1,295.0,1.0,0.0,1.0,0.0,1.0,1.0,0.5,1.5,0.31,0.0,0.31,0.31,0.15,Nottingham-Forest,English Premier League
Willy Boly,ci CIV,DF,33.0,6.0,1,150.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.04,0.0,Nottingham-Forest,English Premier League
Harry Toffolo,eng ENG,DF,28.0,4.0,1,137.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,Nottingham-Forest,English Premier League
Eric da Silva Moreira,de GER,"MF,DF",18.0,2.0,0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nottingham-Forest,English Premier League
Luke O'Nien,eng ENG,DF,29.0,45.0,44,3934.0,9.0,0.0,3.0,1.0,4.0,3.3,1.0,3.5,0.07,0.02,0.09,0.08,0.02,Sunderland,EFL Championship
Dan Neil,eng ENG,MF,22.0,44.0,44,3877.0,4.0,1.0,2.0,3.0,5.0,0.8,2.1,3.0,0.05,0.07,0.12,0.02,0.05,Sunderland,EFL Championship
Trai Hume,nir NIR,DF,22.0,44.0,43,3810.0,11.0,1.0,3.0,6.0,9.0,2.0,7.2,9.3,0.07,0.14,0.21,0.05,0.17,Sunderland,EFL Championship
Anthony Patterson,eng ENG,GK,24.0,42.0,42,3780.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sunderland,EFL Championship
Jobe Bellingham,eng ENG,MF,18.0,40.0,39,3507.0,10.0,1.0,4.0,3.0,7.0,3.0,2.9,5.9,0.1,0.08,0.18,0.08,0.07,Sunderland,EFL Championship
Patrick Roberts,eng ENG,"FW,MF",27.0,45.0,38,3280.0,8.0,0.0,2.0,7.0,9.0,5.7,5.3,9.4,0.05,0.19,0.25,0.16,0.14,Sunderland,EFL Championship
Chris Mepham,wls WAL,DF,26.0,38.0,37,3273.0,10.0,1.0,1.0,0.0,1.0,1.7,0.6,2.3,0.03,0.0,0.03,0.05,0.02,Sunderland,EFL Championship
Chris Rigg,eng ENG,"MF,FW",17.0,42.0,36,3055.0,8.0,0.0,4.0,1.0,5.0,5.8,3.0,8.8,0.12,0.03,0.15,0.17,0.09,Sunderland,EFL Championship
Wilson Isidor,fr FRA,FW,23.0,43.0,34,3112.0,9.0,0.0,12.0,2.0,14.0,15.2,3.8,17.4,0.35,0.06,0.4,0.44,0.11,Sunderland,EFL Championship
Dennis Cirkin,eng ENG,DF,22.0,36.0,30,2740.0,6.0,0.0,3.0,2.0,5.0,2.0,2.1,4.0,0.1,0.07,0.16,0.07,0.07,Sunderland,EFL Championship
Eliezer Mayenda,es ESP,"FW,MF",19.0,37.0,22,2155.0,2.0,0.0,8.0,5.0,13.0,9.7,3.8,13.5,0.33,0.21,0.54,0.41,0.16,Sunderland,EFL Championship
Romaine Mundle,eng ENG,"FW,MF",21.0,22.0,17,1433.0,1.0,0.0,5.0,2.0,7.0,2.2,1.4,3.7,0.31,0.13,0.44,0.14,0.09,Sunderland,EFL Championship
Alan Browne,ie IRL,"MF,DF",29.0,22.0,13,1212.0,1.0,0.0,1.0,0.0,1.0,1.4,0.4,1.8,0.07,0.0,0.07,0.11,0.03,Sunderland,EFL Championship
Daniel Ballard,nir NIR,DF,24.0,20.0,12,1127.0,3.0,0.0,2.0,1.0,3.0,1.4,0.3,1.7,0.16,0.08,0.24,0.11,0.03,Sunderland,EFL Championship
Enzo Le Fée,fr FRA,"FW,MF",24.0,15.0,11,1001.0,2.0,0.0,1.0,1.0,2.0,0.9,2.3,3.2,0.09,0.09,0.18,0.08,0.21,Sunderland,EFL Championship
Tom Watson,eng ENG,"FW,MF",18.0,20.0,11,891.0,2.0,0.0,2.0,0.0,2.0,1.9,0.9,2.8,0.2,0.0,0.2,0.19,0.09,Sunderland,EFL Championship
Ajibola Alese,eng ENG,DF,23.0,12.0,8,703.0,2.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.06,0.06,Sunderland,EFL Championship
Leo Fuhr Hjelde,no NOR,DF,20.0,15.0,5,410.0,3.0,0.0,0.0,1.0,1.0,0.0,0.2,0.2,0.0,0.22,0.22,0.0,0.03,Sunderland,EFL Championship
Simon Moore,eng ENG,GK,34.0,4.0,4,360.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sunderland,EFL Championship
Adil Aouchiche,fr FRA,"FW,MF",22.0,8.0,3,296.0,0.0,0.0,0.0,1.0,1.0,0.5,1.6,2.1,0.0,0.3,0.3,0.15,0.48,Sunderland,EFL Championship
Milan Aleksić,rs SRB,"MF,FW",18.0,8.0,3,290.0,1.0,0.0,0.0,0.0,0.0,0.8,0.3,1.1,0.0,0.0,0.0,0.25,0.1,Sunderland,EFL Championship
Salis Abdul Samed,gh GHA,MF,24.0,10.0,3,283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,Sunderland,EFL Championship
Aaron Connolly,ie IRL,"FW,MF",24.0,10.0,2,246.0,0.0,0.0,1.0,0.0,1.0,0.7,0.0,0.7,0.37,0.0,0.37,0.25,0.0,Sunderland,EFL Championship
Jack Clarke,eng ENG,FW,23.0,2.0,2,179.0,0.0,0.0,1.0,1.0,2.0,0.1,1.1,1.2,0.5,0.5,1.01,0.05,0.56,Sunderland,EFL Championship
Harrison Jones,eng ENG,MF,19.0,4.0,2,132.0,1.0,0.0,0.0,0.0,0.0,0.1,0.3,0.4,0.0,0.0,0.0,0.08,0.17,Sunderland,EFL Championship
Joe Anderson,eng ENG,DF,23.0,2.0,1,99.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sunderland,EFL Championship
Ian Poveda,eng ENG,"FW,MF",24.0,6.0,0,86.0,2.0,0.0,0.0,0.0,0.0,0.1,0.2,0.2,0.0,0.0,0.0,0.06,0.17,Sunderland,EFL Championship
Nazariy Rusyn,ua UKR,FW,25.0,8.0,0,72.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,Sunderland,EFL Championship
Jenson Seelt,nl NED,DF,21.0,1.0,0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sunderland,EFL Championship
Nectarios Triantis,au AUS,FW,21.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sunderland,EFL Championship
Pedro Porro,es ESP,DF,24.0,33.0,28,2610.0,5.0,0.0,2.0,6.0,8.0,1.6,5.0,6.6,0.07,0.21,0.28,0.05,0.17,Tottenham-Hotspur,English Premier League
Dejan Kulusevski,se SWE,"MF,FW",24.0,32.0,27,2389.0,3.0,0.0,7.0,4.0,11.0,4.2,6.2,10.4,0.26,0.15,0.41,0.16,0.23,Tottenham-Hotspur,English Premier League
Dominic Solanke,eng ENG,FW,26.0,27.0,25,2201.0,0.0,0.0,9.0,3.0,12.0,10.9,2.9,13.1,0.37,0.12,0.49,0.45,0.12,Tottenham-Hotspur,English Premier League
Brennan Johnson,wls WAL,FW,23.0,33.0,24,2177.0,5.0,0.0,11.0,3.0,14.0,10.4,2.3,12.7,0.45,0.12,0.58,0.43,0.09,Tottenham-Hotspur,English Premier League
Guglielmo Vicario,it ITA,GK,27.0,24.0,24,2160.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tottenham-Hotspur,English Premier League
Son Heung-min,kr KOR,FW,32.0,30.0,24,2110.0,1.0,0.0,7.0,9.0,16.0,7.2,8.2,13.9,0.3,0.38,0.68,0.31,0.35,Tottenham-Hotspur,English Premier League
Destiny Udogie,it ITA,DF,21.0,25.0,24,1924.0,2.0,0.0,0.0,1.0,1.0,0.3,1.5,1.8,0.0,0.05,0.05,0.01,0.07,Tottenham-Hotspur,English Premier League
Pape Matar Sarr,sn SEN,MF,21.0,36.0,22,1913.0,6.0,0.0,3.0,2.0,5.0,3.7,1.6,5.3,0.14,0.09,0.24,0.17,0.08,Tottenham-Hotspur,English Premier League
James Maddison,eng ENG,MF,27.0,31.0,21,1809.0,6.0,0.0,9.0,7.0,16.0,5.8,4.2,10.0,0.45,0.35,0.8,0.29,0.21,Tottenham-Hotspur,English Premier League
Rodrigo Bentancur,uy URU,MF,27.0,26.0,21,1645.0,9.0,0.0,2.0,0.0,2.0,1.3,0.4,1.7,0.11,0.0,0.11,0.07,0.02,Tottenham-Hotspur,English Premier League
