,Player Name,Nation,Position,Age,Matches Played,Playing Time_Starts,Minutes Played,Goals,Assists,Goals+Assists,Non-Penalty Goals,Penalties Scored,Penalties Taken,Yellow Cards,Red Cards,xG,Non-Penalty xG (npxG),xAG,npxG + xAG,Progressive Carries,Progressive Passes,Progrssive Passes Received,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Team,League_Previous_Season
236,Levi Colwill,eng ENG,DF,21.0,35.0,35,3149.0,2.0,1.0,3.0,2.0,0.0,0.0,9.0,0.0,1.9,1.9,1.1,3.0,14.0,131.0,12.0,0.06,0.03,0.09,0.06,0.09,0.05,0.03,0.09,0.05,0.09,Chelsea,English Premier League
237,Marc Cucurella,es ESP,DF,26.0,36.0,33,2988.0,5.0,1.0,6.0,5.0,0.0,0.0,10.0,1.0,2.8,2.8,2.1,4.9,35.0,118.0,117.0,0.15,0.03,0.18,0.15,0.18,0.08,0.06,0.15,0.08,0.15,Chelsea,English Premier League
238,Enzo Fernández,ar ARG,MF,23.0,36.0,32,2947.0,6.0,7.0,13.0,6.0,0.0,0.0,8.0,0.0,6.1,6.1,6.8,12.9,60.0,212.0,126.0,0.18,0.21,0.4,0.18,0.4,0.19,0.21,0.39,0.19,0.39,Chelsea,English Premier League
239,Robert Sánchez,es ESP,GK,26.0,32.0,32,2880.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.1,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chelsea,English Premier League
240,Nicolas Jackson,sn SEN,FW,23.0,30.0,28,2220.0,10.0,5.0,15.0,10.0,0.0,0.0,7.0,1.0,12.3,12.3,4.3,16.6,47.0,38.0,129.0,0.41,0.2,0.61,0.41,0.61,0.5,0.17,0.67,0.5,0.67,Chelsea,English Premier League
241,Noni Madueke,eng ENG,FW,22.0,32.0,27,2033.0,7.0,3.0,10.0,7.0,0.0,0.0,3.0,0.0,9.6,9.6,4.2,13.9,154.0,69.0,226.0,0.31,0.13,0.44,0.31,0.44,0.43,0.19,0.61,0.43,0.61,Chelsea,English Premier League
242,Pedro Neto,pt POR,FW,24.0,35.0,24,2269.0,4.0,6.0,10.0,4.0,0.0,0.0,8.0,0.0,3.5,3.5,6.7,10.2,126.0,60.0,253.0,0.16,0.24,0.4,0.16,0.4,0.14,0.27,0.4,0.14,0.4,Chelsea,English Premier League
243,Malo Gusto,fr FRA,DF,21.0,32.0,19,1862.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,1.7,1.7,1.4,3.1,50.0,119.0,85.0,0.0,0.05,0.05,0.0,0.05,0.08,0.07,0.15,0.08,0.15,Chelsea,English Premier League
244,Jadon Sancho,eng ENG,FW,24.0,31.0,19,1764.0,3.0,4.0,7.0,3.0,0.0,0.0,2.0,0.0,2.2,2.2,3.7,5.8,102.0,90.0,225.0,0.15,0.2,0.36,0.15,0.36,0.11,0.19,0.3,0.11,0.3,Chelsea,English Premier League
245,Tosin Adarabioyo,eng ENG,DF,26.0,22.0,15,1409.0,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.9,0.9,0.2,1.2,5.0,42.0,1.0,0.06,0.06,0.13,0.06,0.13,0.06,0.01,0.07,0.06,0.07,Chelsea,English Premier League
246,Wesley Fofana,fr FRA,DF,23.0,14.0,14,1172.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.4,0.4,0.4,0.8,19.0,32.0,4.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.07,0.03,0.06,Chelsea,English Premier League
247,Reece James,eng ENG,"DF,MF",24.0,19.0,12,1063.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,0.7,1.1,7.0,64.0,12.0,0.08,0.08,0.17,0.08,0.17,0.04,0.06,0.1,0.04,0.1,Chelsea,English Premier League
248,Trevoh Chalobah,eng ENG,DF,25.0,13.0,11,910.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.8,0.8,1.2,2.0,4.0,37.0,2.0,0.0,0.1,0.1,0.0,0.1,0.08,0.12,0.19,0.08,0.19,Chelsea,English Premier League
249,Roméo Lavia,be BEL,MF,20.0,16.0,11,797.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.3,0.3,0.7,1.0,3.0,31.0,7.0,0.0,0.11,0.11,0.0,0.11,0.03,0.08,0.11,0.03,0.11,Chelsea,English Premier League
250,Christopher Nkunku,fr FRA,FW,26.0,27.0,9,921.0,3.0,2.0,5.0,3.0,0.0,0.0,2.0,0.0,4.8,4.8,2.1,6.9,17.0,25.0,68.0,0.29,0.2,0.49,0.29,0.49,0.47,0.21,0.68,0.47,0.67,Chelsea,English Premier League
251,Filip Jørgensen,dk DEN,GK,22.0,6.0,6,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chelsea,English Premier League
252,Axel Disasi,fr FRA,DF,26.0,6.0,4,364.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.1,0.4,6.0,16.0,2.0,0.25,0.0,0.25,0.25,0.25,0.07,0.02,0.09,0.07,0.09,Chelsea,English Premier League
253,João Félix,pt POR,"FW,MF",24.0,12.0,3,369.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.2,2.2,1.0,3.2,21.0,26.0,30.0,0.24,0.24,0.49,0.24,0.49,0.54,0.23,0.78,0.54,0.78,Chelsea,English Premier League
254,Benoît Badiashile,fr FRA,DF,23.0,5.0,3,334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chelsea,English Premier League
255,Kiernan Dewsbury-Hall,eng ENG,"MF,FW",25.0,13.0,2,264.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.1,1.3,5.0,14.0,11.0,0.0,0.34,0.34,0.0,0.34,0.08,0.36,0.44,0.08,0.44,Chelsea,English Premier League
256,Joshua Acheampong,eng ENG,DF,18.0,4.0,2,170.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,Chelsea,English Premier League
257,Tyrique George,eng ENG,FW,18.0,8.0,1,183.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.2,0.2,0.7,0.9,9.0,3.0,22.0,0.49,0.49,0.98,0.49,0.98,0.1,0.36,0.46,0.1,0.46,Chelsea,English Premier League
258,Renato Veiga,pt POR,"DF,MF",21.0,7.0,1,181.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,4.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Chelsea,English Premier League
259,Mykhailo Mudryk,ua UKR,FW,23.0,7.0,1,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,1.0,1.2,7.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.15,0.58,0.73,0.15,0.73,Chelsea,English Premier League
260,Marc Guiu,es ESP,FW,18.0,3.0,0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Chelsea,English Premier League
261,Mathis Amougou,fr FRA,MF,18.0,1.0,0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chelsea,English Premier League
262,Shumaira Mheuka,eng ENG,MF,16.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.06,0.0,5.06,5.06,5.06,Chelsea,English Premier League
269,Dean Henderson,eng ENG,GK,27.0,38.0,38,3420.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal-Palace,English Premier League
270,Daniel Muñoz,co COL,DF,28.0,37.0,37,3228.0,4.0,5.0,9.0,4.0,0.0,0.0,10.0,0.0,4.9,4.9,5.5,10.5,62.0,97.0,206.0,0.11,0.14,0.25,0.11,0.25,0.14,0.15,0.29,0.14,0.29,Crystal-Palace,English Premier League
271,Tyrick Mitchell,eng ENG,DF,24.0,37.0,37,3092.0,0.0,5.0,5.0,0.0,0.0,0.0,2.0,0.0,1.3,1.3,6.4,7.7,63.0,70.0,171.0,0.0,0.15,0.15,0.0,0.15,0.04,0.19,0.22,0.04,0.22,Crystal-Palace,English Premier League
272,Maxence Lacroix,fr FRA,DF,24.0,35.0,35,3116.0,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,3.4,3.4,1.0,4.4,8.0,65.0,7.0,0.03,0.03,0.06,0.03,0.06,0.1,0.03,0.13,0.1,0.13,Crystal-Palace,English Premier League
273,Marc Guéhi,eng ENG,DF,24.0,34.0,34,3059.0,3.0,2.0,5.0,3.0,0.0,0.0,9.0,1.0,2.0,2.0,1.8,3.7,22.0,134.0,10.0,0.09,0.06,0.15,0.09,0.15,0.06,0.05,0.11,0.06,0.11,Crystal-Palace,English Premier League
274,Jean-Philippe Mateta,fr FRA,FW,27.0,37.0,33,2648.0,14.0,2.0,16.0,12.0,2.0,2.0,2.0,0.0,13.5,11.9,3.2,15.1,45.0,52.0,122.0,0.48,0.07,0.54,0.41,0.48,0.46,0.11,0.57,0.41,0.51,Crystal-Palace,English Premier League
275,Eberechi Eze,eng ENG,"MF,FW",26.0,34.0,31,2588.0,8.0,8.0,16.0,7.0,1.0,2.0,1.0,0.0,10.5,8.9,6.2,15.1,69.0,97.0,153.0,0.28,0.28,0.56,0.24,0.52,0.36,0.22,0.58,0.31,0.53,Crystal-Palace,English Premier League
276,Ismaila Sarr,sn SEN,MF,26.0,38.0,30,2711.0,8.0,6.0,14.0,8.0,0.0,0.0,4.0,0.0,10.7,10.7,8.5,19.2,75.0,85.0,183.0,0.27,0.2,0.46,0.27,0.46,0.35,0.28,0.64,0.35,0.64,Crystal-Palace,English Premier League
277,Jefferson Lerma,co COL,"MF,DF",29.0,33.0,26,2274.0,0.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,1.1,1.1,1.6,2.7,13.0,97.0,26.0,0.0,0.04,0.04,0.0,0.04,0.04,0.06,0.11,0.04,0.11,Crystal-Palace,English Premier League
278,Will Hughes,eng ENG,MF,29.0,33.0,24,2108.0,0.0,3.0,3.0,0.0,0.0,0.0,11.0,0.0,1.1,1.1,3.1,4.2,20.0,87.0,27.0,0.0,0.13,0.13,0.0,0.13,0.05,0.13,0.18,0.05,0.18,Crystal-Palace,English Premier League
279,Chris Richards,us USA,DF,24.0,24.0,22,1922.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,1.4,1.4,0.1,1.5,6.0,39.0,2.0,0.05,0.0,0.05,0.05,0.05,0.06,0.0,0.07,0.06,0.07,Crystal-Palace,English Premier League
280,Adam Wharton,eng ENG,MF,20.0,20.0,16,1318.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,3.0,3.4,14.0,107.0,11.0,0.0,0.14,0.14,0.0,0.14,0.03,0.21,0.23,0.03,0.23,Crystal-Palace,English Premier League
281,Daichi Kamada,jp JPN,MF,27.0,34.0,15,1564.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.1,1.1,1.9,3.0,25.0,89.0,56.0,0.0,0.0,0.0,0.0,0.0,0.06,0.11,0.17,0.06,0.17,Crystal-Palace,English Premier League
282,Trevoh Chalobah,eng ENG,DF,25.0,12.0,12,1060.0,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,1.2,1.2,0.4,1.6,11.0,34.0,6.0,0.25,0.0,0.25,0.25,0.25,0.1,0.03,0.14,0.1,0.14,Crystal-Palace,English Premier League
283,Eddie Nketiah,eng ENG,"FW,MF",25.0,29.0,9,1034.0,3.0,1.0,4.0,3.0,0.0,0.0,6.0,1.0,5.8,5.8,1.7,7.4,41.0,19.0,79.0,0.26,0.09,0.35,0.26,0.35,0.5,0.15,0.65,0.5,0.65,Crystal-Palace,English Premier League
284,Nathaniel Clyne,eng ENG,"DF,MF",33.0,13.0,5,483.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.3,6.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,Crystal-Palace,English Premier League
285,Justin Devenny,nir NIR,MF,20.0,23.0,4,507.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.8,0.8,0.6,1.4,5.0,21.0,13.0,0.18,0.18,0.36,0.18,0.36,0.14,0.11,0.25,0.14,0.25,Crystal-Palace,English Premier League
286,Cheick Doucouré,ml MLI,MF,24.0,13.0,4,452.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.0,0.4,2.0,19.0,7.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,Crystal-Palace,English Premier League
287,Ben Chilwell,eng ENG,DF,27.0,8.0,1,259.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2,0.2,0.8,1.0,5.0,8.0,15.0,0.35,0.0,0.35,0.35,0.35,0.08,0.26,0.34,0.08,0.34,Crystal-Palace,English Premier League
288,Romain Esse,eng ENG,MF,19.0,7.0,1,138.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.4,0.7,1.0,7.0,14.0,0.65,0.65,1.3,0.65,1.3,0.21,0.27,0.48,0.21,0.48,Crystal-Palace,English Premier League
289,Odsonne Édouard,fr FRA,"MF,FW",26.0,2.0,1,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,3.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.31,0.04,0.34,0.31,0.34,Crystal-Palace,English Premier League
290,Joachim Andersen,dk DEN,DF,28.0,1.0,1,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Crystal-Palace,English Premier League
291,Chadi Riad,ma MAR,DF,21.0,1.0,1,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal-Palace,English Premier League
292,Joel Ward,eng ENG,DF,34.0,2.0,1,71.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,Crystal-Palace,English Premier League
293,Jeffrey Schlupp,gh GHA,"MF,DF",31.0,12.0,0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.3,4.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.28,0.14,0.28,Crystal-Palace,English Premier League
294,Matheus França,br BRA,"MF,FW",20.0,4.0,0,55.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,4.0,3.0,4.0,1.64,0.0,1.64,1.64,1.64,0.42,0.0,0.42,0.42,0.42,Crystal-Palace,English Premier League
295,Jordan Ayew,gh GHA,"FW,MF",32.0,1.0,0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.96,0.21,2.17,1.96,2.17,Crystal-Palace,English Premier League
296,Caleb Kporha,eng ENG,DF,18.0,2.0,0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal-Palace,English Premier League
297,Asher Agbinone,eng ENG,MF,18.0,2.0,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29,0.5,0.79,0.29,0.79,Crystal-Palace,English Premier League
306,Jordan Pickford,eng ENG,GK,30.0,38.0,38,3420.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.01,0.01,0.0,0.01,Everton,English Premier League
307,Vitaliy Mykolenko,ua UKR,DF,25.0,35.0,35,3082.0,1.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,0.5,0.5,2.6,3.1,33.0,110.0,99.0,0.03,0.06,0.09,0.03,0.09,0.01,0.08,0.09,0.01,0.09,Everton,English Premier League
308,Idrissa Gana Gueye,sn SEN,MF,34.0,37.0,35,3063.0,0.0,3.0,3.0,0.0,0.0,0.0,9.0,0.0,1.1,1.1,1.7,2.8,27.0,145.0,27.0,0.0,0.09,0.09,0.0,0.09,0.03,0.05,0.08,0.03,0.08,Everton,English Premier League
309,James Tarkowski,eng ENG,DF,31.0,33.0,33,2922.0,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,1.3,1.3,2.9,4.2,9.0,75.0,3.0,0.03,0.03,0.06,0.03,0.06,0.04,0.09,0.13,0.04,0.13,Everton,English Premier League
310,Abdoulaye Doucouré,ml MLI,MF,31.0,33.0,31,2564.0,3.0,2.0,5.0,3.0,0.0,0.0,5.0,1.0,4.1,4.1,2.4,6.6,42.0,82.0,96.0,0.11,0.07,0.18,0.11,0.18,0.15,0.09,0.23,0.15,0.23,Everton,English Premier League
311,Iliman Ndiaye,sn SEN,FW,24.0,33.0,29,2430.0,9.0,0.0,9.0,7.0,2.0,2.0,3.0,0.0,6.2,4.7,1.9,6.5,86.0,59.0,122.0,0.33,0.0,0.33,0.26,0.26,0.23,0.07,0.3,0.17,0.24,Everton,English Premier League
312,Jarrad Branthwaite,eng ENG,DF,22.0,30.0,28,2511.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,1.2,1.2,0.7,1.9,10.0,66.0,2.0,0.0,0.04,0.04,0.0,0.04,0.04,0.02,0.07,0.04,0.07,Everton,English Premier League
313,Jack Harrison,eng ENG,FW,27.0,34.0,24,2076.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.5,3.5,3.7,7.2,73.0,51.0,127.0,0.04,0.0,0.04,0.04,0.04,0.15,0.16,0.31,0.15,0.31,Everton,English Premier League
314,Ashley Young,eng ENG,DF,39.0,32.0,19,1875.0,1.0,3.0,4.0,1.0,0.0,0.0,7.0,1.0,0.3,0.3,2.3,2.6,24.0,90.0,32.0,0.05,0.14,0.19,0.05,0.19,0.01,0.11,0.12,0.01,0.12,Everton,English Premier League
315,Dominic Calvert-Lewin,eng ENG,FW,27.0,26.0,19,1609.0,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,6.7,6.7,0.6,7.4,23.0,20.0,112.0,0.17,0.06,0.22,0.17,0.22,0.38,0.04,0.41,0.38,0.41,Everton,English Premier League
316,James Garner,eng ENG,"MF,DF",23.0,21.0,17,1594.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.7,0.7,1.4,2.1,15.0,50.0,30.0,0.0,0.06,0.06,0.0,0.06,0.04,0.08,0.12,0.04,0.12,Everton,English Premier League
317,Jake O'Brien,ie IRL,DF,23.0,20.0,17,1571.0,2.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,0.8,0.8,0.6,1.3,7.0,50.0,25.0,0.11,0.0,0.11,0.11,0.11,0.04,0.03,0.08,0.04,0.08,Everton,English Premier League
318,Beto,gw GNB,FW,26.0,30.0,15,1534.0,8.0,0.0,8.0,8.0,0.0,0.0,2.0,0.0,8.2,8.2,1.2,9.4,15.0,16.0,77.0,0.47,0.0,0.47,0.47,0.47,0.48,0.07,0.55,0.48,0.55,Everton,English Premier League
319,Dwight McNeil,eng ENG,"MF,FW",24.0,21.0,15,1371.0,4.0,6.0,10.0,4.0,0.0,0.0,1.0,0.0,1.1,1.1,5.2,6.3,38.0,69.0,80.0,0.26,0.39,0.66,0.26,0.66,0.07,0.34,0.41,0.07,0.41,Everton,English Premier League
320,Jesper Lindstrøm,dk DEN,FW,24.0,25.0,15,1239.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.1,2.1,2.0,4.1,30.0,25.0,81.0,0.0,0.07,0.07,0.0,0.07,0.15,0.15,0.3,0.15,0.3,Everton,English Premier League
321,Orel Mangala,be BEL,MF,26.0,19.0,14,1261.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.1,1.1,0.6,1.8,6.0,34.0,19.0,0.07,0.0,0.07,0.07,0.07,0.08,0.05,0.13,0.08,0.13,Everton,English Premier League
322,Michael Keane,eng ENG,DF,31.0,14.0,11,1049.0,3.0,0.0,3.0,3.0,0.0,0.0,5.0,0.0,0.6,0.6,0.1,0.7,1.0,14.0,3.0,0.26,0.0,0.26,0.26,0.26,0.05,0.01,0.06,0.05,0.06,Everton,English Premier League
323,Carlos Alcaraz,ar ARG,"FW,MF",21.0,15.0,7,764.0,2.0,3.0,5.0,2.0,0.0,0.0,4.0,0.0,1.7,1.7,1.6,3.4,19.0,42.0,21.0,0.24,0.35,0.59,0.24,0.59,0.2,0.19,0.4,0.2,0.4,Everton,English Premier League
324,Tim Iroegbunam,eng ENG,MF,21.0,18.0,5,574.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.2,0.4,8.0,15.0,9.0,0.0,0.16,0.16,0.0,0.16,0.04,0.03,0.07,0.04,0.07,Everton,English Premier League
325,Armando Broja,al ALB,FW,22.0,10.0,4,334.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.2,0.3,12.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.08,0.03,0.08,Everton,English Premier League
326,Nathan Patterson,sct SCO,DF,22.0,10.0,3,347.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.4,0.5,6.0,13.0,18.0,0.0,0.26,0.26,0.0,0.26,0.02,0.11,0.13,0.02,0.13,Everton,English Premier League
327,Séamus Coleman,ie IRL,DF,35.0,5.0,3,215.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.0,0.6,1.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.24,0.24,0.24,Everton,English Premier League
328,Roman Dixon,eng ENG,DF,19.0,1.0,1,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Everton,English Premier League
329,Harrison Armstrong,eng ENG,MF,17.0,3.0,0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.1,0.4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.14,0.82,0.69,0.82,Everton,English Premier League
330,Youssef Chermiti,pt POR,"FW,MF",20.0,4.0,0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.22,0.22,Everton,English Premier League
331,Mason Holgate,jm JAM,"FW,DF",27.0,1.0,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Everton,English Premier League
341,Bernd Leno,de GER,GK,32.0,38.0,38,3420.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,Fulham,English Premier League
342,Antonee Robinson,us USA,DF,26.0,36.0,35,3167.0,0.0,10.0,10.0,0.0,0.0,0.0,8.0,0.0,0.7,0.7,4.2,4.9,118.0,131.0,274.0,0.0,0.28,0.28,0.0,0.28,0.02,0.12,0.14,0.02,0.14,Fulham,English Premier League
343,Alex Iwobi,ng NGA,"FW,MF",28.0,38.0,35,2981.0,9.0,6.0,15.0,9.0,0.0,0.0,1.0,0.0,4.7,4.7,7.0,11.8,144.0,213.0,246.0,0.27,0.18,0.45,0.27,0.45,0.14,0.21,0.36,0.14,0.36,Fulham,English Premier League
344,Calvin Bassey,ng NGA,DF,24.0,35.0,34,3074.0,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,1.0,1.0,0.1,1.2,39.0,116.0,15.0,0.03,0.0,0.03,0.03,0.03,0.03,0.0,0.03,0.03,0.03,Fulham,English Premier League
345,Raúl Jiménez,mx MEX,FW,33.0,38.0,30,2494.0,12.0,3.0,15.0,9.0,3.0,3.0,4.0,0.0,12.0,9.6,3.3,12.9,35.0,62.0,125.0,0.43,0.11,0.54,0.32,0.43,0.43,0.12,0.55,0.35,0.47,Fulham,English Premier League
346,Joachim Andersen,dk DEN,DF,28.0,29.0,29,2583.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,1.0,0.5,1.5,16.0,112.0,2.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.05,0.04,0.05,Fulham,English Premier League
347,Saša Lukić,rs SRB,MF,27.0,30.0,28,2344.0,0.0,2.0,2.0,0.0,0.0,0.0,12.0,0.0,1.2,1.2,2.7,3.9,39.0,98.0,33.0,0.0,0.08,0.08,0.0,0.08,0.04,0.11,0.15,0.04,0.15,Fulham,English Premier League
348,Sander Berge,no NOR,MF,26.0,31.0,26,2224.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.4,0.4,0.6,1.0,29.0,124.0,9.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Fulham,English Premier League
349,Emile Smith Rowe,eng ENG,MF,24.0,34.0,25,2043.0,6.0,3.0,9.0,6.0,0.0,0.0,3.0,0.0,4.5,4.5,1.4,6.0,53.0,126.0,127.0,0.26,0.13,0.4,0.26,0.4,0.2,0.06,0.26,0.2,0.26,Fulham,English Premier League
350,Andreas Pereira,br BRA,MF,28.0,33.0,25,2013.0,2.0,4.0,6.0,2.0,0.0,1.0,7.0,0.0,3.8,3.0,4.6,7.6,29.0,104.0,81.0,0.09,0.18,0.27,0.09,0.27,0.17,0.21,0.38,0.14,0.34,Fulham,English Premier League
